קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
12,1990,11/04/2019,יעקב טהון 6,10800-192-27,דירה בבית קומות,4,שביעית,91.37,"1,575,000 ₪"
2,1988,11/04/2019,אהרונסון 3,12260-10-2,דירה בבית קומות,5,ראשונה,101,"1,800,000 ₪"
2,1995,07/04/2019,יחזקאל קויפמן 23,12259-84-4,דירה בבית קומות,5,שניה,126,"1,640,000 ₪"
2,1990,31/03/2019,חנה רובינא 2,10800-160-7,דירה בבית קומות,5,קרקע ראשונה שניה,118,"1,950,000 ₪"
3,1987,13/03/2019,יונה אנגל 9,12260-23-1,קוטג' חד משפחתי,6,ראשונה שניה,141,"2,649,000 ₪"
5,1970,27/02/2019,יחזקאל קויפמן 11,10798-59-3,דירה בבית קומות,5,שלישית,115.95,"1,690,000 ₪"
4,1996,25/01/2019,יחזקאל קויפמן 18,12259-92-2,דירה בבית קומות,4,ראשונה,115.8,"2,000,000 ₪"
4,1996,08/11/1999,יחזקאל קויפמן 18,12259-92-2,דירה בבית קומות,4,ראשונה,115.8,"1,337,000 ₪"
3,1980,20/01/2019,פנחס רוזן 7,12259-90-8,דירה בבית קומות,3,ראשונה,80,"1,650,000 ₪"
2,1984,18/01/2019,יעקב טהון 5,10800-198-5,דירה בבית קומות,6,"ראשונה, שניה, שלישית",122.54,"1,900,000 ₪"
2,1984,27/02/2002,יעקב טהון 5,10800-198-5,דירה בבית קומות,6,"ראשונה, שניה, שלישית",122.54,"1,555,000 ₪"
2,2002,07/01/2019,רוזן פנחס 13,12259-145-1,דירה בבית קומות,5,קרקע+ראשונה,136.9,"3,819,000 ₪"
2,2002,30/11/2006,רוזן פנחס 13,12259-145-1,דירה בבית קומות,5,קרקע+ראשונה,136.9,"1,804,000 ₪"
2,2002,15/10/2002,רוזן פנחס 13,12259-145-1,דירה בבית קומות,5,קרקע+ראשונה,136.9,"1,790,000 ₪"
2,1990,27/12/2018,חיים לסקוב 33,10800-199-10,דירה בבית קומות,4,שלישית,119.15,"1,750,000 ₪"
2,1990,12/12/2018,חנה רובינא 2,10800-160-11,דירה בבית קומות,5,קרקע ראשונה שניה,123.49,"2,200,000 ₪"
2,1990,10/08/1998,חנה רובינא 2,10800-160-11,דירה בבית קומות,5,קרקע ראשונה שניה,123.49,"1,252,000 ₪"
5,1993,05/11/2018,חיים לסקוב 3,12260-32-5,דירה בבית קומות,5,שביעית,159,"2,400,000 ₪"
0,0,21/10/2018,ללא כתובת,12260-34-5,דירה בבית קומות,5,לא ידוע,154,"2,350,000 ₪"
1,1986,27/09/2018,אהרונסון 5,12260-9-2,דירה בבית קומות,5,לא ידוע,120,"2,110,000 ₪"
3,1985,09/09/2018,אהרונסון 7,12260-7-2,דירה בבית קומות,5,ראשונה,110,"2,300,000 ₪"
0,1990,05/09/2018,אנדה עמיר 1,12260-27-2,דירה בבית קומות,5,לא ידוע,149,"2,180,000 ₪"
7,1980,03/09/2018,אבא חושי 54,12259-100-3,דירה בבית קומות,4,שניה,99.5,"1,480,000 ₪"
1,1970,29/08/2018,יחזקאל קויפמן 14,12259-88-4,דירה בבית קומות,4.5,ראשונה שניה ושלישית,135.2,"1,800,000 ₪"
3,1986,13/07/2018,יעקב טהון 3,10800-197-3,דירה בבית קומות,4,קרקע ראשונה שניה,118,"1,100,000 ₪"
2,1990,28/06/2018,חנה רובינא 2,10800-160-3,בית בודד,6,קרקע שלישית רביעית חמישית,326.07,"4,000,000 ₪"
0,0,21/06/2018,ללא כתובת,12260-34-4,דירה בבית קומות,3,לא ידוע,54,"999,000 ₪"
1,1990,07/06/2018,חנה רובינא 12,10800-154-7,דירה בבית קומות,5,שניה ושלישית,129.9,"1,485,000 ₪"
1,1990,26/09/2011,חנה רובינא 12,10800-154-7,דירה בבית קומות,5,שניה ושלישית,129.9,"1,370,000 ₪"
2,1984,06/06/2018,חיים לסקוב 12,10800-182-4,דירה בבית קומות,4,שניה,102.62,"1,550,000 ₪"
3,1993,31/05/2018,אהרונסון 10,12260-3-6,דירה בבית קומות,6,ראשונה,136,"2,290,000 ₪"
4,1970,28/05/2018,יחזקאל קויפמן 9,10798-58-7,דירה בבית קומות,5,שניה,119,"1,500,000 ₪"
12,1990,20/03/2018,יעקב טהון 6,10800-192-19,דירה בבית קומות,5,שניה,118.34,"2,300,000 ₪"
7,1980,18/03/2018,יחזקאל קויפמן 19,12259-81-12,דירה בבית קומות,5,שישית,101.1,"1,570,000 ₪"
7,1980,16/04/2008,יחזקאל קויפמן 19,12259-81-12,דירה בבית קומות,5,שישית,101.1,"980,000 ₪"
2,1980,16/02/2018,יונה אנגל 10,12260-25-3,דירה בבית קומות,4.5,ראשונה,104,"1,830,000 ₪"
