קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
2,2000,20/07/2009,דוכיפת 4,11193-292-1,דירה בבית קומות,5,קרקע וראשונה,107.15,"1,145,000 ₪"
4,2001,02/05/2019,בת חן 26,11193-271-1,דירה בבית קומות,5,קרקע,121.42,"2,230,000 ₪"
2,2004,02/05/2019,חוחית 5,11193-329-1,דירה בבית קומות,4,קרקע ראשונה,88.5,"1,840,000 ₪"
2,2004,09/03/2014,חוחית 5,11193-329-1,דירה בבית קומות,4,קרקע ראשונה,88.5,"1,570,000 ₪"
2,2004,08/09/2008,חוחית 5,11193-329-1,דירה בבית קומות,4,קרקע ראשונה,88.5,"940,000 ₪"
3,2011,17/02/2019,דוכיפת 7,11193-341-7,דירה בבית קומות,5,שלישית ורביעית,121,"2,250,000 ₪"
4,2008,07/11/2018,דוכיפת 10,11193-295-9,דירה בבית קומות,5,רביעית וחמישית,126.35,"2,225,000 ₪"
4,2008,23/10/2008,דוכיפת 10,11193-295-9,דירה בבית קומות,5,רביעית וחמישית,126.35,"1,550,000 ₪"
5,2019,04/11/2018,צופית 18,11193-258-46,דירה בבית קומות,6,קומה 5,155.6,"2,500,000 ₪"
3,2002,16/04/2018,דוכיפת 15,11193-344-3,דירה בבית קומות,4,ראשונה,94.4,"1,840,000 ₪"
3,2002,24/11/2010,דוכיפת 15,11193-344-3,דירה בבית קומות,4,ראשונה,94.4,"1,400,000 ₪"
3,2002,14/09/2001,דוכיפת 15,11193-344-3,דירה בבית קומות,4,ראשונה,94.4,"1,006,000 ₪"
6,2001,28/11/2017,צופית 22,11193-258-11,דירה בבית קומות,4,קומה 3,72.3,"1,580,000 ₪"
6,2001,01/07/2009,צופית 22,11193-258-11,דירה בבית קומות,4,קומה 3,72.3,"975,000 ₪"
1,1999,29/10/2017,צופית 4,11193-308-9,דירה בבית קומות,5,שניה ושלישית,111.4,"1,700,000 ₪"
2,2001,07/08/2017,חוחית 2,11193-313-4,דירה בבית קומות,4,ראשונה,97.51,"1,800,000 ₪"
2,2001,19/09/2012,חוחית 2,11193-313-4,דירה בבית קומות,4,ראשונה,97.51,"1,700,000 ₪"
2,2001,09/06/2002,חוחית 2,11193-313-4,דירה בבית קומות,4,ראשונה,97.51,"1,060,000 ₪"
4,2005,29/06/2017,חוחית 6,11193-317-8,דירה בבית קומות,3,שביעית,59,"925,000 ₪"
4,2000,29/05/2017,צופית 2,11193-310-1,דירה בבית קומות,4,ראשונה,119.86,"2,350,000 ₪"
4,2000,17/03/2010,צופית 2,11193-310-1,דירה בבית קומות,4,ראשונה,119.86,"1,550,000 ₪"
3,2001,26/02/2017,צופית 12,11193-299-1,דירה בבית קומות,6,קרקע,126.11,"2,520,000 ₪"
3,2002,19/01/2017,צופית 5,11193-265-4,דירה בבית קומות,3,שניה,67.04,"1,400,000 ₪"
3,2002,09/04/2012,צופית 5,11193-265-4,דירה בבית קומות,3,שניה,67.04,"345,000 ₪"
4,2010,18/01/2017,בת חן 28,11193-272-6,דירה בבית קומות,5,שלישית,117.65,"2,590,000 ₪"
4,2010,26/07/2011,בת חן 28,11193-272-6,דירה בבית קומות,5,שלישית,117.65,"2,150,000 ₪"
3,2002,14/12/2016,דוכיפת 2,11193-291-2,דירה בבית קומות,5,קרקע,101.86,"2,174,000 ₪"
3,2000,13/10/2016,בת חן 23,11193-323-1,דירה בבית קומות,3,מרתף וקרקע,77.39,"1,570,000 ₪"
3,2000,01/03/2007,בת חן 23,11193-323-1,דירה בבית קומות,3,מרתף וקרקע,77.39,"951,000 ₪"
3,2000,09/01/2005,בת חן 23,11193-323-1,דירה בבית קומות,3,מרתף וקרקע,77.39,"855,000 ₪"
2,1999,11/09/2016,בת חן 25,11193-325-5,דירה בבית קומות,4,שניה שלישית,116.87,"2,120,000 ₪"
2,1999,11/02/1999,בת חן 25,11193-325-5,דירה בבית קומות,4,שניה שלישית,116.87,"1,108,000 ₪"
4,2008,10/07/2016,דוכיפת 10,11193-295-6,דירה בבית קומות,5,שנייה,118,"2,220,000 ₪"
2,2000,21/06/2016,דוכיפת 4,11193-292-5,דירה בבית קומות,5,שניה,105.6,"1,868,000 ₪"
4,2007,16/06/2016,דוכיפת 8,11193-294-3,דירה בבית קומות,4,ראשונה,91.2,"1,660,000 ₪"
4,2007,03/07/2015,דוכיפת 8,11193-294-3,דירה בבית קומות,4,ראשונה,91.2,"1,770,000 ₪"
