קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה,ריבית בנק ישראל
3.0,1970.0,2021-05-24,פאר 29,12483-24-2,דירה בבית קומות,3,קרקע,68.16,"690,000 ₪",תל-עמל,0.1
3.0,1970.0,2021-05-24,דוד רזיאל 44,12483-21-4,דירה בבית קומות,3,ראשונה,60.35,"625,000 ₪",תל-עמל,0.1
2.0,1960.0,2021-05-19,דוד רזיאל 60,12483-14-11,דירה בבית קומות,3,שניה,56.88,"650,000 ₪",תל-עמל,0.1
2.0,1960.0,2018-04-29,דוד רזיאל 60,12483-14-11,דירה בבית קומות,3,שניה,56.88,"490,000 ₪",תל-עמל,0.01
4.0,1998.0,2021-05-19,דוד רזיאל 29,12486-18-4,דירה בבית קומות,3,ראשונה,60,"610,000 ₪",תל-עמל,0.1
4.0,1995.0,2021-05-18,דוד רזיאל 48,12483-19-8,דירה בבית קומות,3,רביעית חמישית,71.86,"830,000 ₪",תל-עמל,0.1
8.0,1970.0,2021-05-16,יוסף וינר 17,12494-21-34,דירה בבית קומות,3,שמינית,68.2,"650,000 ₪",תל-עמל,0.1
3.0,1960.0,2021-05-12,יד לבנים 136,11720-45-7,דירה בבית קומות,3,שלישית,54.1,"820,000 ₪",תל-עמל,0.1
3.0,1960.0,2012-02-12,יד לבנים 136,11720-45-7,דירה בבית קומות,3,שלישית,54.1,"515,000 ₪",תל-עמל,0.03
3.0,1960.0,2008-12-11,יד לבנים 136,11720-45-7,דירה בבית קומות,3,שלישית,54.1,"297,500 ₪",תל-עמל,0.07
2.0,1960.0,2021-05-05,הירדן 43,12485-23-6,דירה בבית קומות,3,שניה,52,"610,000 ₪",תל-עמל,0.1
3.0,1960.0,2021-04-27,הירדן 48,12484-14-7,דירה בבית קומות,3,שלישית,63,"650,000 ₪",תל-עמל,0.1
5.0,1970.0,2021-04-16,פאר 53,11720-15-24,דירה בבית קומות,2,מסד,25,"370,000 ₪",תל-עמל,0.1
5.0,1970.0,2014-10-26,פאר 53,11720-15-24,דירה בבית קומות,2,מסד,25,"240,000 ₪",תל-עמל,0.03
5.0,1970.0,2011-10-11,פאר 53,11720-15-24,דירה בבית קומות,2,מסד,25,"175,000 ₪",תל-עמל,0.03
4.0,1960.0,2021-04-05,הירדן 46,12484-15-5,דירה בבית קומות,3,שלישית,71.97,"700,000 ₪",תל-עמל,0.1
4.0,1960.0,2018-09-13,הירדן 46,12484-15-5,דירה בבית קומות,3,שלישית,71.97,"530,000 ₪",תל-עמל,0.01
3.0,1960.0,2021-04-04,יד לבנים 50,11720-1-12,דירה בבית קומות,3,שלישית,63,"580,000 ₪",תל-עמל,0.1
3.0,1960.0,2013-11-10,יד לבנים 50,11720-1-12,דירה בבית קומות,3,שלישית,63,"425,000 ₪",תל-עמל,0.03
3.0,1960.0,2012-08-01,יד לבנים 50,11720-1-12,דירה בבית קומות,3,שלישית,63,"330,000 ₪",תל-עמל,0.03
4.0,1960.0,2021-03-29,פאר 37,12483-28-6,דירה בבית קומות,3,שניה,46.8,"610,000 ₪",תל-עמל,0.1
3.0,1960.0,2021-03-22,יד לבנים 134,11720-46-7,דירה בבית קומות,3,שלישית,52.61,"755,000 ₪",תל-עמל,0.1
2.0,1970.0,2021-03-21,דוד רזיאל 31,12486-17-5,דירה בבית קומות,2,ראשונה,39.5,"470,000 ₪",תל-עמל,0.1
2.0,1970.0,2016-04-01,דוד רזיאל 31,12486-17-5,דירה בבית קומות,2,ראשונה,39.5,"458,000 ₪",תל-עמל,0.01
2.0,1970.0,2013-10-17,דוד רזיאל 31,12486-17-5,דירה בבית קומות,2,ראשונה,39.5,"345,000 ₪",תל-עמל,0.03
2.0,1970.0,2012-05-24,דוד רזיאל 31,12486-17-5,דירה בבית קומות,2,ראשונה,39.5,"231,000 ₪",תל-עמל,0.03
9.0,1999.0,2021-03-18,יד לבנים 92,11720-64-89,דירה בבית קומות,4,אחת עשרה,70,"950,000 ₪",תל-עמל,0.1
1.0,1940.0,2021-03-18,יד לבנים 28,12484-3-9,דירה בבית קומות,3,ראשונה,57,"700,000 ₪",תל-עמל,0.1
2.0,1940.0,2021-03-10,פאר 38,12497-7-2,דירה בבית קומות,3,קרקע וקומה א',43.37,"660,000 ₪",תל-עמל,0.1
2.0,1940.0,2010-03-14,פאר 38,12497-7-2,דירה בבית קומות,3,קרקע וקומה א',43.37,"220,000 ₪",תל-עמל,0.03
3.0,1960.0,2021-03-09,פאר 11,12486-26-8,דירה בבית קומות,3,שניה,60.5,"810,000 ₪",תל-עמל,0.1
3.0,1960.0,2016-04-04,פאר 11,12486-26-8,דירה בבית קומות,3,שניה,60.5,"530,000 ₪",תל-עמל,0.01
4.0,1960.0,2021-03-04,הירדן 46,12484-15-8,דירה בבית קומות,3,רביעית,71.97,"550,000 ₪",תל-עמל,0.1
4.0,1960.0,2017-02-08,הירדן 46,12484-15-8,דירה בבית קומות,3,רביעית,71.97,"510,000 ₪",תל-עמל,0.01
4.0,1960.0,2015-08-11,הירדן 46,12484-15-8,דירה בבית קומות,3,רביעית,71.97,"444,000 ₪",תל-עמל,0.01
4.0,1960.0,2013-07-15,הירדן 46,12484-15-8,דירה בבית קומות,3,רביעית,71.97,"400,000 ₪",תל-עמל,0.03
4.0,1960.0,2010-11-30,הירדן 46,12484-15-8,דירה בבית קומות,3,רביעית,71.97,"270,000 ₪",תל-עמל,0.03
4.0,1960.0,2010-04-26,הירדן 46,12484-15-8,דירה בבית קומות,3,רביעית,71.97,"216,000 ₪",תל-עמל,0.03
4.0,1960.0,2010-03-05,הירדן 46,12484-15-8,דירה בבית קומות,3,רביעית,71.97,"195,000 ₪",תל-עמל,0.03
6.0,1970.0,2021-03-04,פאר 49,11720-11-6,דירה בבית קומות,2,שלישית,47.75,"590,000 ₪",תל-עמל,0.1
6.0,1970.0,2015-05-07,פאר 49,11720-11-6,דירה בבית קומות,2,שלישית,47.75,"475,000 ₪",תל-עמל,0.01
1.0,1960.0,2021-03-02,דוד רזיאל 65,12483-10-1,דירה בבית קומות,3,מרתף,45,"175,000 ₪",תל-עמל,0.1
4.0,1970.0,2021-02-23,פאר 6,12494-18-1,דירה בבית קומות,3,ראשונה,72,"640,000 ₪",תל-עמל,0.1
2.0,1950.0,2021-02-21,הירדן 30,12486-2-3,דירה בבית קומות,1,קרקע,לא ידוע,"80,000 ₪",תל-עמל,0.1
5.0,1970.0,2021-02-17,יד לבנים 122,11720-63-2,דירה בבית קומות,3,ראשונה,68.08,"750,000 ₪",תל-עמל,0.1
0.0,0.0,2021-02-14,ללא כתובת,11720-5-2,דירה בבית קומות,3,ראשונה,93,"1,150,000 ₪",תל-עמל,0.1
2.0,1950.0,2021-01-28,יד לבנים 20,12485-20-6,דירת גן,3,ראשונה,45.04,"590,000 ₪",תל-עמל,0.1
2.0,1950.0,2017-11-01,יד לבנים 20,12485-20-6,דירת גן,3,ראשונה,45.04,"500,000 ₪",תל-עמל,0.01
4.0,1970.0,2021-01-27,יד לבנים 138,11720-41-8,דירה בבית קומות,4,רביעית,79.95,"860,000 ₪",תל-עמל,0.1
2.0,1960.0,2021-01-18,דוד רזיאל 37,12486-15-9,דירה בבית קומות,3,שניה,56.2,"670,000 ₪",תל-עמל,0.1
3.0,1970.0,2021-01-18,פאר 4,12494-16-10,דירה בבית קומות,3,שלישית,64,"650,000 ₪",תל-עמל,0.1
3.0,1970.0,2018-11-20,פאר 4,12494-16-10,דירה בבית קומות,3,שלישית,64,"522,000 ₪",תל-עמל,0.01
3.0,1970.0,2015-09-11,פאר 4,12494-16-10,דירה בבית קומות,3,שלישית,64,"408,000 ₪",תל-עמל,0.01
3.0,1970.0,2009-12-30,פאר 4,12494-16-10,דירה בבית קומות,3,שלישית,64,"171,000 ₪",תל-עמל,0.07
4.0,1970.0,2021-01-17,דוד רזיאל 39,12486-14-3,דירה בבית קומות,4,שניה,73.8,"700,000 ₪",תל-עמל,0.1
3.0,1970.0,2021-01-14,פאר 29,12483-24-3,דירה בבית קומות,3,קרקע,68.16,"690,000 ₪",תל-עמל,0.1
3.0,1970.0,2007-09-23,פאר 29,12483-24-3,דירה בבית קומות,3,קרקע,68.16,"215,000 ₪",תל-עמל,0.07
6.0,1970.0,2021-01-13,פאר 49,11720-11-18,דירה בבית קומות,2,ראשונה,47.75,"600,000 ₪",תל-עמל,0.1
6.0,1970.0,2018-11-26,פאר 49,11720-11-18,דירה בבית קומות,2,ראשונה,47.75,"525,000 ₪",תל-עמל,0.01
6.0,1970.0,2014-01-20,פאר 49,11720-11-18,דירה בבית קומות,2,ראשונה,47.75,"450,000 ₪",תל-עמל,0.03
4.0,1960.0,2021-01-07,יוסף וינר 18,12494-17-4,דירה בבית קומות,2,קרקע,57,"600,000 ₪",תל-עמל,0.1
3.0,1960.0,2020-12-30,יד לבנים 26,12484-2-10,דירה בבית קומות,3,שלישית,54.6,"630,000 ₪",תל-עמל,0.1
3.0,1960.0,2013-01-07,יד לבנים 26,12484-2-10,דירה בבית קומות,3,שלישית,54.6,"420,000 ₪",תל-עמל,0.03
4.0,1970.0,2020-12-28,דוד רזיאל 42,12484-22-1,דירה בבית קומות,4,ראשונה,80.15,"730,000 ₪",תל-עמל,0.1
2.0,2020.0,2020-12-27,פאר 27,12483-23-12,דירה בבית קומות,3,ראשונה,62,"910,000 ₪",תל-עמל,0.1
3.0,1950.0,2020-12-23,הירדן 39,12485-18-5,דירה בבית קומות,2,ראשונה,52.7,"580,000 ₪",תל-עמל,0.1
3.0,1950.0,2017-05-04,הירדן 39,12485-18-5,דירה בבית קומות,2,ראשונה,52.7,"485,000 ₪",תל-עמל,0.01
8.0,1970.0,2020-12-15,יוסף וינר 15,12494-27-4,דירה בבית קומות,4,שניה,72.95,"740,000 ₪",תל-עמל,0.1
8.0,1970.0,2015-02-05,יוסף וינר 15,12494-27-4,דירה בבית קומות,4,שניה,72.95,"660,000 ₪",תל-עמל,0.01
0.0,0.0,2020-12-09,ללא כתובת,12485-13-7,דירה בבית קומות,2,שניה,55,"530,000 ₪",תל-עמל,0.1
0.0,0.0,2013-08-19,ללא כתובת,12485-13-7,דירה בבית קומות,2,שניה,55,"600,000 ₪",תל-עמל,0.03
0.0,0.0,2012-08-31,ללא כתובת,12485-13-7,דירה בבית קומות,2,שניה,55,"235,000 ₪",תל-עמל,0.03
4.0,1960.0,2020-11-30,רזיאל דוד 66,11720-8-4,דירה בבית קומות,2,ראשונה,44.83,"565,000 ₪",תל-עמל,0.1
4.0,1960.0,2014-06-19,רזיאל דוד 66,11720-8-4,דירה בבית קומות,2,ראשונה,44.83,"496,000 ₪",תל-עמל,0.03
4.0,1960.0,2001-05-09,רזיאל דוד 66,11720-8-4,דירה בבית קומות,2,ראשונה,44.83,"286,000 ₪",תל-עמל,0.07
3.0,1960.0,2020-11-04,פאר 66,11720-42-13,דירה בבית קומות,3,שלישית,51.2,"525,000 ₪",תל-עמל,0.1
3.0,1960.0,2020-11-03,יוסף וינר 7,12496-8-2,דירה בבית קומות,3,ראשונה,65.8,"800,000 ₪",תל-עמל,0.1
3.0,1960.0,2016-04-20,יוסף וינר 7,12496-8-2,דירה בבית קומות,3,ראשונה,65.8,"625,000 ₪",תל-עמל,0.01
3.0,1960.0,2020-11-02,יד לבנים 134,11720-46-3,דירה בבית קומות,3,ראשונה,52.61,"740,000 ₪",תל-עמל,0.1
3.0,1960.0,2017-04-05,יד לבנים 134,11720-46-3,דירה בבית קומות,3,ראשונה,52.61,"700,000 ₪",תל-עמל,0.01
9.0,1999.0,2020-10-23,יד לבנים 92,11720-64-90,דירה בבית קומות,3,שלוש עשרה,70,"918,000 ₪",תל-עמל,0.1
9.0,2014.0,2020-10-21,יד לבנים 174,12496-13-25,דירה בבית קומות,4,רביעית,84,"1,170,000 ₪",תל-עמל,0.1
6.0,1970.0,2020-10-14,פאר 49,11720-11-24,דירה בבית קומות,2,רביעית,47.75,"640,000 ₪",תל-עמל,0.1
6.0,1970.0,2013-05-10,פאר 49,11720-11-24,דירה בבית קומות,2,רביעית,47.75,"385,000 ₪",תל-עמל,0.03
6.0,1970.0,2011-07-14,פאר 49,11720-11-24,דירה בבית קומות,2,רביעית,47.75,"290,000 ₪",תל-עמל,0.03
6.0,1970.0,2008-12-25,פאר 49,11720-11-24,דירה בבית קומות,2,רביעית,47.75,"152,000 ₪",תל-עמל,0.07
3.0,1970.0,2020-10-12,פאר 29,12483-24-7,דירה בבית קומות,3,שניה,68.04,"640,000 ₪",תל-עמל,0.1
5.0,1960.0,2020-10-06,פאר 32,12497-4-5,דירה בבית קומות,3,שניה,46.69,"620,000 ₪",תל-עמל,0.1
5.0,1960.0,2017-12-02,פאר 32,12497-4-5,דירה בבית קומות,3,שניה,46.69,"515,000 ₪",תל-עמל,0.01
5.0,1960.0,2016-03-16,פאר 32,12497-4-5,דירה בבית קומות,3,שניה,46.69,"447,000 ₪",תל-עמל,0.01
5.0,1960.0,2014-12-28,פאר 32,12497-4-5,דירה בבית קומות,3,שניה,46.69,"336,000 ₪",תל-עמל,0.03
5.0,1960.0,2009-11-25,פאר 32,12497-4-5,דירה בבית קומות,3,שניה,46.69,"200,000 ₪",תל-עמל,0.07
3.0,1960.0,2020-10-05,יד לבנים 26,12484-2-6,דירת גן,2,שניה,56.25,"670,000 ₪",תל-עמל,0.1
3.0,1960.0,2010-09-15,יד לבנים 26,12484-2-6,דירת גן,2,שניה,56.25,"283,000 ₪",תל-עמל,0.03
8.0,1970.0,2020-10-04,יד לבנים 176,12496-12-19,דירה בבית קומות,3,ראשונה,61.15,"630,000 ₪",תל-עמל,0.1
1.0,1940.0,2020-09-17,רזיאל דוד 74,11720-4-3,דירה בבית קומות,4,ראשונה,117,"1,200,000 ₪",תל-עמל,0.1
8.0,1970.0,2020-09-08,יוסף וינר 17,12494-21-10,דירה בבית קומות,3,שלישית,71.9,"720,000 ₪",תל-עמל,0.1
8.0,1970.0,2013-09-17,יוסף וינר 17,12494-21-10,דירה בבית קומות,3,שלישית,71.9,"523,000 ₪",תל-עמל,0.03
4.0,1960.0,2020-09-07,דוד רזיאל 24,12486-21-2,דירה בבית קומות,2,קרקע,60.5,"630,000 ₪",תל-עמל,0.1
4.0,2000.0,2020-08-20,הירדן 45,12484-1-6,דירה בבית קומות,2,שניה,42.5,"657,000 ₪",תל-עמל,0.1
4.0,2000.0,2012-11-28,הירדן 45,12484-1-6,דירה בבית קומות,2,שניה,42.5,"430,000 ₪",תל-עמל,0.03
4.0,2000.0,2000-04-11,הירדן 45,12484-1-6,דירה בבית קומות,2,שניה,42.5,"343,000 ₪",תל-עמל,0.07
2.0,1930.0,2020-08-18,הירדן 32,12486-3-3,דירה בבית קומות,1,רביעית,22,"300,000 ₪",תל-עמל,0.1
3.0,1960.0,2020-08-06,הגיבורים 52,12485-6-4,דירה בבית קומות,2,ראשונה,62,"590,000 ₪",תל-עמל,0.1
4.0,1960.0,2020-07-21,הירדן 46,12484-15-1,דירה בבית קומות,3,ראשונה,70.27,"600,000 ₪",תל-עמל,0.1
4.0,1960.0,2012-04-24,הירדן 46,12484-15-1,דירה בבית קומות,3,ראשונה,70.27,"290,000 ₪",תל-עמל,0.03
3.0,1970.0,2020-07-21,פאר 4,12494-16-4,דירה בבית קומות,3,ראשונה,59,"700,000 ₪",תל-עמל,0.1
3.0,1970.0,2007-08-05,פאר 4,12494-16-4,דירה בבית קומות,3,ראשונה,59,"285,000 ₪",תל-עמל,0.07
5.0,1960.0,2020-07-16,פאר 84,11720-62-7,דירה בבית קומות,3,שלישית,60,"680,000 ₪",תל-עמל,0.1
5.0,1960.0,2009-04-22,פאר 84,11720-62-7,דירה בבית קומות,3,שלישית,60,"350,000 ₪",תל-עמל,0.07
9.0,1999.0,2020-07-09,יד לבנים 92,11720-64-91,דירה בבית קומות,4.5,שלוש עשרה,80,"1,075,000 ₪",תל-עמל,0.1
2.0,1960.0,2020-07-01,יד לבנים 18,12485-19-5,דירה בבית קומות,2,ראשונה,52.55,"515,000 ₪",תל-עמל,0.1
2.0,1960.0,2012-10-02,יד לבנים 18,12485-19-5,דירה בבית קומות,2,ראשונה,52.55,"250,000 ₪",תל-עמל,0.03
4.0,1970.0,2020-06-29,וינר יוסף 25,12494-19-5,דירה בבית קומות,4,שלישית,85,"782,000 ₪",תל-עמל,0.1
4.0,1970.0,2018-03-13,וינר יוסף 25,12494-19-5,דירה בבית קומות,4,שלישית,85,"650,000 ₪",תל-עמל,0.01
4.0,1970.0,2003-03-09,וינר יוסף 25,12494-19-5,דירה בבית קומות,4,שלישית,85,"446,000 ₪",תל-עמל,0.07
5.0,1960.0,2020-06-29,פאר 84,11720-62-5,דירה בבית קומות,2.5,שניה,60,"685,000 ₪",תל-עמל,0.1
2.0,1960.0,2020-06-28,יד לבנים 46,12483-12-7,דירה בבית קומות,2,שניה,55,"638,000 ₪",תל-עמל,0.1
2.0,1960.0,2017-11-13,יד לבנים 46,12483-12-7,דירה בבית קומות,2,שניה,55,"558,000 ₪",תל-עמל,0.01
2.0,1960.0,2015-09-13,יד לבנים 46,12483-12-7,דירה בבית קומות,2,שניה,55,"445,000 ₪",תל-עמל,0.01
2.0,1960.0,2013-02-26,יד לבנים 46,12483-12-7,דירה בבית קומות,2,שניה,55,"350,000 ₪",תל-עמל,0.03
2.0,1960.0,2009-11-08,יד לבנים 46,12483-12-7,דירה בבית קומות,2,שניה,55,"200,000 ₪",תל-עמל,0.07
6.0,1960.0,2020-06-22,פאר 34,12497-5-7,דירת גן,3,שלישית,48.39,"440,000 ₪",תל-עמל,0.1
6.0,1960.0,2008-02-24,פאר 34,12497-5-7,דירת גן,3,שלישית,48.39,"120,000 ₪",תל-עמל,0.07
3.0,1960.0,2020-06-21,פאר 11,12486-26-7,דירה בבית קומות,2,שניה,50,"610,000 ₪",תל-עמל,0.1
4.0,1970.0,2020-06-08,פאר 68,11720-43-23,דירה בבית קומות,3,רביעית,61.67,"550,000 ₪",תל-עמל,0.1
3.0,2023.0,2020-06-08,יד לבנים 30,12484-4-17,קרקע למגורים,לא ידוע,לא ידוע,517,"1,127,000 ₪",תל-עמל,0.1
1.0,1950.0,2020-05-14,פאר 36,12497-6-8,דירה בבית קומות,3,קוטצז',45.91,"640,000 ₪",תל-עמל,0.1
1.0,1950.0,2018-10-22,פאר 36,12497-6-8,דירה בבית קומות,3,קוטצז',45.91,"572,000 ₪",תל-עמל,0.01
1.0,1950.0,2012-06-01,פאר 36,12497-6-8,דירה בבית קומות,3,קוטצז',45.91,"400,000 ₪",תל-עמל,0.03
1.0,1950.0,2011-05-11,פאר 36,12497-6-8,דירה בבית קומות,3,קוטצז',45.91,"365,000 ₪",תל-עמל,0.03
3.0,1960.0,2020-04-22,פאר 63,11720-25-2,דירה בבית קומות,3,ראשונה,65,"650,000 ₪",תל-עמל,0.1
3.0,1960.0,2009-08-02,פאר 63,11720-25-2,דירה בבית קומות,3,ראשונה,65,"410,000 ₪",תל-עמל,0.07
3.0,1960.0,2009-03-13,פאר 63,11720-25-2,דירה בבית קומות,3,ראשונה,65,"320,000 ₪",תל-עמל,0.07
3.0,1973.0,2020-03-16,פאר 78,11720-53-1,דירה בבית קומות,4,ראשונה,80.93,"665,000 ₪",תל-עמל,0.1
3.0,1973.0,2011-05-11,פאר 78,11720-53-1,דירה בבית קומות,4,ראשונה,80.93,"440,000 ₪",תל-עמל,0.03
3.0,1973.0,2001-07-26,פאר 78,11720-53-1,דירה בבית קומות,4,ראשונה,80.93,"440,000 ₪",תל-עמל,0.07
4.0,1960.0,2020-03-12,רזיאל דוד 68,11720-8-24,דירה בבית קומות,2,רביעית,44.83,"493,000 ₪",תל-עמל,0.1
4.0,1960.0,2010-11-17,רזיאל דוד 68,11720-8-24,דירה בבית קומות,2,רביעית,44.83,"270,000 ₪",תל-עמל,0.03
4.0,1960.0,2007-08-22,רזיאל דוד 68,11720-8-24,דירה בבית קומות,2,רביעית,44.83,"160,000 ₪",תל-עמל,0.07
4.0,1960.0,2002-10-15,רזיאל דוד 68,11720-8-24,דירה בבית קומות,2,רביעית,44.83,"314,000 ₪",תל-עמל,0.07
1.0,1950.0,2020-03-09,פאר 17,12484-19-3,דירה בבית קומות,3,קרקע,45,"745,000 ₪",תל-עמל,0.1
1.0,1950.0,2016-02-29,פאר 17,12484-19-3,דירה בבית קומות,3,קרקע,45,"580,000 ₪",תל-עמל,0.01
1.0,1950.0,2014-03-10,פאר 17,12484-19-3,דירה בבית קומות,3,קרקע,45,"519,000 ₪",תל-עמל,0.03
1.0,1950.0,2013-06-16,פאר 17,12484-19-3,דירה בבית קומות,3,קרקע,45,"470,000 ₪",תל-עמל,0.03
2.0,1980.0,2020-03-05,דוד רזיאל 25,12486-19-4,דירה בבית קומות,2,שניה,40,"515,000 ₪",תל-עמל,0.1
5.0,1970.0,2020-03-01,יד לבנים 66,11720-17-24,דירה בבית קומות,2,ראשונה,47.75,"680,000 ₪",תל-עמל,0.1
5.0,1970.0,2017-03-21,יד לבנים 66,11720-17-24,דירה בבית קומות,2,ראשונה,47.75,"695,000 ₪",תל-עמל,0.01
5.0,1970.0,2013-05-02,יד לבנים 66,11720-17-24,דירה בבית קומות,2,ראשונה,47.75,"450,000 ₪",תל-עמל,0.03
5.0,1970.0,2011-03-15,יד לבנים 66,11720-17-24,דירה בבית קומות,2,ראשונה,47.75,"362,000 ₪",תל-עמל,0.03
5.0,1970.0,2010-04-14,יד לבנים 66,11720-17-24,דירה בבית קומות,2,ראשונה,47.75,"269,000 ₪",תל-עמל,0.03
5.0,1970.0,2010-03-02,יד לבנים 66,11720-17-24,דירה בבית קומות,2,ראשונה,47.75,"210,000 ₪",תל-עמל,0.03
8.0,1970.0,2020-02-13,יוסף וינר 15,12494-27-25,דירה בבית קומות,3,שישית,71.25,"760,000 ₪",תל-עמל,0.1
9.0,1999.0,2020-02-13,יד לבנים 92,11720-64-18,דירה בבית קומות,4,שישית,72.11,"750,000 ₪",תל-עמל,0.1
9.0,1999.0,2015-07-01,יד לבנים 92,11720-64-18,דירה בבית קומות,4,שישית,72.11,"800,000 ₪",תל-עמל,0.01
9.0,1999.0,1999-06-30,יד לבנים 92,11720-64-18,דירה בבית קומות,4,שישית,72.11,"500,000 ₪",תל-עמל,0.15
3.0,1970.0,2020-02-13,דוד רזיאל 46,12483-20-8,דירה בבית קומות,4,שלישית,76.25,"720,000 ₪",תל-עמל,0.1
3.0,1970.0,2009-12-13,דוד רזיאל 46,12483-20-8,דירה בבית קומות,4,שלישית,76.25,"320,000 ₪",תל-עמל,0.07
5.0,1960.0,2020-02-12,יד לבנים 142,11720-39-2,דירה בבית קומות,2.5,קרקע,50,"635,000 ₪",תל-עמל,0.1
5.0,1960.0,2015-03-06,יד לבנים 142,11720-39-2,דירה בבית קומות,2.5,קרקע,50,"590,000 ₪",תל-עמל,0.01
5.0,1960.0,2012-10-31,יד לבנים 142,11720-39-2,דירה בבית קומות,2.5,קרקע,50,"460,000 ₪",תל-עמל,0.03
5.0,1960.0,2012-03-07,יד לבנים 142,11720-39-2,דירה בבית קומות,2.5,קרקע,50,"370,000 ₪",תל-עמל,0.03
