קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה,ריבית בנק ישראל
4.0,2000.0,2022-04-26,הירדן 45,12484-1-12,דירה בבית קומות,3,רביעית,61.8,"850,000 ₪",תל-עמל,0.35
4.0,2000.0,2018-12-28,הירדן 45,12484-1-12,דירה בבית קומות,3,רביעית,61.8,"652,000 ₪",תל-עמל,0.01
4.0,2000.0,2004-09-02,הירדן 45,12484-1-12,דירה בבית קומות,3,רביעית,61.8,"405,000 ₪",תל-עמל,0.07
4.0,2000.0,1999-05-18,הירדן 45,12484-1-12,דירה בבית קומות,3,רביעית,61.8,"487,000 ₪",תל-עמל,0.15
9.0,2014.0,2022-04-26,יד לבנים 174,12496-13-26,דירה בבית קומות,4,תשיעית,84,"1,660,000 ₪",תל-עמל,0.35
9.0,1999.0,2022-04-17,יד לבנים 92,11720-64-88,דירה בבית קומות,4,שש עשרה,79,"1,050,000 ₪",תל-עמל,0.35
4.0,1960.0,2022-04-13,פאר 28,12497-3-15,דירה בבית קומות,3,שלישית,70,"830,000 ₪",תל-עמל,0.35
4.0,1960.0,2016-08-19,פאר 28,12497-3-15,דירה בבית קומות,3,שלישית,70,"540,000 ₪",תל-עמל,0.01
4.0,1960.0,2010-06-01,פאר 28,12497-3-15,דירה בבית קומות,3,שלישית,70,"220,000 ₪",תל-עמל,0.03
3.0,1960.0,2022-04-07,רזיאל דוד 43,12486-13-7,דירה בבית קומות,2,שלישית,45.36,"640,000 ₪",תל-עמל,0.35
3.0,1960.0,2018-06-21,רזיאל דוד 43,12486-13-7,דירה בבית קומות,2,שלישית,45.36,"542,000 ₪",תל-עמל,0.01
3.0,1970.0,2022-04-05,פאר 8,12494-23-3,דירה בבית קומות,2,ראשונה,44.83,"320,000 ₪",תל-עמל,0.35
3.0,1970.0,2014-10-12,פאר 8,12494-23-3,דירה בבית קומות,2,ראשונה,44.83,"510,000 ₪",תל-עמל,0.03
3.0,1970.0,2010-10-27,פאר 8,12494-23-3,דירה בבית קומות,2,ראשונה,44.83,"180,000 ₪",תל-עמל,0.03
4.0,1970.0,2022-04-03,פאר 7,12486-24-10,דירה בבית קומות,3,שלישית,72.6,"760,000 ₪",תל-עמל,0.35
6.0,1970.0,2022-03-30,דוד רזיאל 38,12484-18-5,דירה בבית קומות,4,שניה,74.5,"725,000 ₪",תל-עמל,0.35
6.0,1970.0,2018-07-12,דוד רזיאל 38,12484-18-5,דירה בבית קומות,4,שניה,74.5,"585,000 ₪",תל-עמל,0.01
4.0,1960.0,2022-03-28,פאר 28,12497-3-8,דירה בבית קומות,3,שניה,54,"680,000 ₪",תל-עמל,0.35
4.0,1966.0,2022-03-27,פאר 43,11720-9-8,דירה בבית קומות,2,ראשונה,45,"630,000 ₪",תל-עמל,0.35
2.0,1950.0,2022-03-24,יד לבנים 20,12485-20-1,דירה בבית קומות,3,מרתף,50.98,"730,000 ₪",תל-עמל,0.35
2.0,1950.0,2018-01-11,יד לבנים 20,12485-20-1,דירה בבית קומות,3,מרתף,50.98,"600,000 ₪",תל-עמל,0.01
4.0,1960.0,2022-03-24,פאר 44,11720-34-2,דירה בבית קומות,2,ראשונה,51.1,"720,000 ₪",תל-עמל,0.35
3.0,1960.0,2022-03-24,פאר 66,11720-42-12,דירה בבית קומות,3,שניה,51.2,"620,000 ₪",תל-עמל,0.35
4.0,1950.0,2022-03-22,רזיאל דוד 63,12483-8-5,דירה בבית קומות,2,ראשונה,54.2,"600,000 ₪",תל-עמל,0.35
2.0,1940.0,2022-03-09,דוד רזיאל 55,12484-8-2,דירה בבית קומות,2,קרקע,29,"237,000 ₪",תל-עמל,0.35
2.0,1940.0,2010-01-21,דוד רזיאל 55,12484-8-2,דירה בבית קומות,2,קרקע,29,"60,000 ₪",תל-עמל,0.03
2.0,1940.0,2022-03-09,דוד רזיאל 55,12484-8-3,דירה בבית קומות,2,ראשונה,50,"454,000 ₪",תל-עמל,0.35
2.0,1940.0,2010-01-21,דוד רזיאל 55,12484-8-3,דירה בבית קומות,2,ראשונה,50,"115,000 ₪",תל-עמל,0.03
2.0,1940.0,2022-03-09,דוד רזיאל 55,12484-8-5,דירה בבית קומות,2,שניה,50,"869,000 ₪",תל-עמל,0.35
2.0,1940.0,2010-01-21,דוד רזיאל 55,12484-8-5,דירה בבית קומות,2,שניה,50,"219,000 ₪",תל-עמל,0.03
2.0,1940.0,2022-03-09,דוד רזיאל 55,12484-8-4,דירה בבית קומות,3,ראשונה,66,"553,000 ₪",תל-עמל,0.35
2.0,1940.0,2010-01-21,דוד רזיאל 55,12484-8-4,דירה בבית קומות,3,ראשונה,66,"140,000 ₪",תל-עמל,0.03
2.0,1940.0,2022-03-09,דוד רזיאל 55,12484-8-1,דירה בבית קומות,2,קרקע,50,"454,600 ₪",תל-עמל,0.35
4.0,1998.0,2022-03-08,דוד רזיאל 29,12486-18-1,דירה בבית קומות,3,קרקע,59.3,"710,000 ₪",תל-עמל,0.35
4.0,1998.0,2018-12-30,דוד רזיאל 29,12486-18-1,דירה בבית קומות,3,קרקע,59.3,"600,000 ₪",תל-עמל,0.01
4.0,1998.0,2016-08-31,דוד רזיאל 29,12486-18-1,דירה בבית קומות,3,קרקע,59.3,"600,000 ₪",תל-עמל,0.01
5.0,1960.0,2022-03-04,יד לבנים 144,11720-39-45,דירה בבית קומות,2,שניה,50,"656,500 ₪",תל-עמל,0.35
5.0,1970.0,2022-03-01,יד לבנים 122,11720-63-4,דירה בבית קומות,4,שניה,64.4,"128,000 ₪",תל-עמל,0.35
4.0,1960.0,2022-03-01,רזיאל דוד 68,11720-8-23,דירה בבית קומות,2,רביעית,44.83,"600,000 ₪",תל-עמל,0.35
4.0,1960.0,2017-11-23,רזיאל דוד 68,11720-8-23,דירה בבית קומות,2,רביעית,44.83,"465,000 ₪",תל-עמל,0.01
4.0,1960.0,2013-03-11,רזיאל דוד 68,11720-8-23,דירה בבית קומות,2,רביעית,44.83,"350,000 ₪",תל-עמל,0.03
4.0,1960.0,2011-01-27,רזיאל דוד 68,11720-8-23,דירה בבית קומות,2,רביעית,44.83,"240,000 ₪",תל-עמל,0.03
4.0,1960.0,2005-09-14,רזיאל דוד 68,11720-8-23,דירה בבית קומות,2,רביעית,44.83,"169,000 ₪",תל-עמל,0.07
3.0,1960.0,2022-02-25,יוסף וינר 10,12494-24-5,דירת גן,2.5,שניה,41.35,"230,000 ₪",תל-עמל,0.35
2.0,2020.0,2022-02-23,פאר 27,12483-23-6,דירה בבית קומות,3,ראשונה,65,"930,000 ₪",תל-עמל,0.35
3.0,1960.0,2022-02-21,דוד רזיאל 67,12483-11-4,דירה בבית קומות,3,קרקע,52,"690,000 ₪",תל-עמל,0.35
4.0,1960.0,2022-02-20,רזיאל דוד 64,11720-8-1,דירה בבית קומות,2,ראשונה,44.83,"630,000 ₪",תל-עמל,0.35
4.0,1960.0,2018-01-18,רזיאל דוד 64,11720-8-1,דירה בבית קומות,2,ראשונה,44.83,"514,000 ₪",תל-עמל,0.01
3.0,1960.0,2022-02-17,פאר 59,11720-16-11,דירה בבית קומות,2,שלישית,51,"950,000 ₪",תל-עמל,0.35
3.0,1960.0,2020-05-20,פאר 59,11720-16-11,דירה בבית קומות,2,שלישית,51,"550,000 ₪",תל-עמל,0.1
3.0,1960.0,2010-07-02,פאר 59,11720-16-11,דירה בבית קומות,2,שלישית,51,"295,000 ₪",תל-עמל,0.03
3.0,1960.0,1998-01-11,פאר 59,11720-16-11,דירה בבית קומות,2,שלישית,51,"355,000 ₪",תל-עמל,0.15
2.0,2020.0,2022-02-16,פאר 27,12483-23-11,דירה בבית קומות,3,ראשונה,63,"930,000 ₪",תל-עמל,0.35
1.0,1960.0,2022-02-14,יד לבנים 60,11720-14-3,דירה בבית קומות,3,קרקע,92,"1,450,000 ₪",תל-עמל,0.35
1.0,1960.0,2014-08-24,יד לבנים 60,11720-14-3,דירה בבית קומות,3,קרקע,92,"815,000 ₪",תל-עמל,0.03
3.0,1973.0,2022-02-13,פאר 78,11720-53-5,דירה בבית קומות,4,שלישית,80.93,"740,000 ₪",תל-עמל,0.35
3.0,1973.0,2019-11-13,פאר 78,11720-53-5,דירה בבית קומות,4,שלישית,80.93,"635,000 ₪",תל-עמל,0.01
3.0,1973.0,2013-03-27,פאר 78,11720-53-5,דירה בבית קומות,4,שלישית,80.93,"435,000 ₪",תל-עמל,0.03
5.0,1960.0,2022-02-10,יד לבנים 52,11720-2-8,דירה בבית קומות,2,רביעית,47.75,"640,000 ₪",תל-עמל,0.35
3.0,1970.0,2022-02-10,פאר 8,12494-23-5,דירה בבית קומות,2,שניה,44.83,"640,000 ₪",תל-עמל,0.35
3.0,1960.0,2022-02-09,יד לבנים 154,11720-36-13,דירה בבית קומות,2,שלישית,48.15,"780,000 ₪",תל-עמל,0.35
3.0,1960.0,2016-05-11,יד לבנים 154,11720-36-13,דירה בבית קומות,2,שלישית,48.15,"725,000 ₪",תל-עמל,0.01
3.0,1960.0,2022-02-08,פאר 69,11720-22-15,דירה בבית קומות,3,שלישית,61,"790,000 ₪",תל-עמל,0.35
3.0,1960.0,2016-08-09,פאר 69,11720-22-15,דירה בבית קומות,3,שלישית,61,"630,000 ₪",תל-עמל,0.01
2.0,1950.0,2022-02-06,הירדן 30,12486-2-6,דירת גן,2,קרקע,27.5,"100,000 ₪",תל-עמל,0.35
2.0,1950.0,2022-02-06,הירדן 30,12486-2-8,דירת גן,3,שניה,76.6,"850,000 ₪",תל-עמל,0.35
1.0,1950.0,2022-02-06,פאר 17,12484-19-2,דירה בבית קומות,2,מרתף,לא ידוע,"400,000 ₪",תל-עמל,0.35
1.0,1950.0,2018-05-13,פאר 17,12484-19-2,דירה בבית קומות,2,מרתף,לא ידוע,"330,000 ₪",תל-עמל,0.01
4.0,1996.0,2022-02-03,דוד רזיאל 23,12486-20-7,דירה בבית קומות,3,שניה,45.91,"750,000 ₪",תל-עמל,0.35
3.0,1960.0,2022-01-25,פאר 77,11720-51-4,דירה בבית קומות,3,ראשונה,76,"860,000 ₪",תל-עמל,0.35
3.0,1960.0,2022-01-21,יוסף וינר 7,12496-8-3,דירה בבית קומות,3,ראשונה,70.3,"750,000 ₪",תל-עמל,0.35
3.0,1950.0,2022-01-20,הירדן 39,12485-18-7,דירה בבית קומות,2,שניה,33.16,"500,000 ₪",תל-עמל,0.35
3.0,1950.0,2020-11-09,הירדן 39,12485-18-7,דירה בבית קומות,2,שניה,33.16,"472,000 ₪",תל-עמל,0.1
3.0,1950.0,2019-05-02,הירדן 39,12485-18-7,דירה בבית קומות,2,שניה,33.16,"320,000 ₪",תל-עמל,0.01
3.0,1950.0,2013-01-27,הירדן 39,12485-18-7,דירה בבית קומות,2,שניה,33.16,"280,000 ₪",תל-עמל,0.03
4.0,1970.0,2022-01-20,דוד רזיאל 42,12484-22-8,דירה בבית קומות,4,רביעית,80.25,"695,000 ₪",תל-עמל,0.35
4.0,1970.0,2013-02-21,דוד רזיאל 42,12484-22-8,דירה בבית קומות,4,רביעית,80.25,"435,000 ₪",תל-עמל,0.03
2.0,1980.0,2022-01-19,יוסף וינר 24,12494-3-3,דירת גן,2,ראשונה,59,"640,000 ₪",תל-עמל,0.35
5.0,1970.0,2022-01-06,פאר 53,11720-15-30,דירה בבית קומות,3,שלישית,57.66,"730,000 ₪",תל-עמל,0.35
5.0,1970.0,2013-10-04,פאר 53,11720-15-30,דירה בבית קומות,3,שלישית,57.66,"450,000 ₪",תל-עמל,0.03
3.0,1960.0,2021-12-30,פאר 66,11720-42-5,דירה בבית קומות,3,ראשונה,51.2,"750,000 ₪",תל-עמל,0.1
3.0,1960.0,2019-01-11,פאר 66,11720-42-5,דירה בבית קומות,3,ראשונה,51.2,"725,000 ₪",תל-עמל,0.01
5.0,1970.0,2021-12-27,פאר 79,11720-52-1,דירה בבית קומות,3,ראשונה,62.46,"678,000 ₪",תל-עמל,0.1
3.0,1970.0,2021-12-23,פאר 8,12494-23-4,דירה בבית קומות,2,ראשונה,44.83,"700,000 ₪",תל-עמל,0.1
3.0,1970.0,2020-12-27,פאר 8,12494-23-4,דירה בבית קומות,2,ראשונה,44.83,"540,000 ₪",תל-עמל,0.1
3.0,1970.0,2015-03-19,פאר 8,12494-23-4,דירה בבית קומות,2,ראשונה,44.83,"237,000 ₪",תל-עמל,0.01
4.0,1970.0,2021-12-22,פאר 7,12486-24-9,דירה בבית קומות,4,שלישית,75.4,"690,000 ₪",תל-עמל,0.1
3.0,1960.0,2021-12-21,יד לבנים 26,12484-2-1,דירת גן,2,קרקע,46.5,"155,000 ₪",תל-עמל,0.1
0.0,0.0,2021-12-20,הירדן 33,12485-9-2,קרקע למגורים,לא ידוע,לא ידוע,672,"750,000 ₪",תל-עמל,0.1
4.0,1960.0,2021-12-15,פאר 37,12483-28-8,דירה בבית קומות,3,שלישית,46.8,"625,000 ₪",תל-עמל,0.1
3.0,1960.0,2021-12-14,פאר 66,11720-42-10,דירה בבית קומות,3,שניה,51.2,"700,000 ₪",תל-עמל,0.1
3.0,1960.0,2009-10-25,פאר 66,11720-42-10,דירה בבית קומות,3,שניה,51.2,"337,000 ₪",תל-עמל,0.07
3.0,1960.0,2021-12-02,יוסף וינר 10,12494-24-4,דירה בבית קומות,2,ראשונה,41.35,"595,000 ₪",תל-עמל,0.1
4.0,1970.0,2021-11-26,פאר 68,11720-43-24,דירה בבית קומות,2,רביעית,51.23,"640,000 ₪",תל-עמל,0.1
4.0,1960.0,2021-11-25,פאר 37,12483-28-9,דירה בבית קומות,2,רביעית,46.8,"650,000 ₪",תל-עמל,0.1
4.0,1960.0,2015-03-12,פאר 37,12483-28-9,דירה בבית קומות,2,רביעית,46.8,"370,000 ₪",תל-עמל,0.01
6.0,1970.0,2021-11-21,דוד רזיאל 38,12484-18-6,דירה בבית קומות,3,שניה,73.7,"680,000 ₪",תל-עמל,0.1
6.0,1970.0,2018-01-21,דוד רזיאל 38,12484-18-6,דירה בבית קומות,3,שניה,73.7,"550,000 ₪",תל-עמל,0.01
6.0,1970.0,2015-01-30,דוד רזיאל 38,12484-18-6,דירה בבית קומות,3,שניה,73.7,"450,000 ₪",תל-עמל,0.01
6.0,1970.0,2011-07-13,דוד רזיאל 38,12484-18-6,דירה בבית קומות,3,שניה,73.7,"330,000 ₪",תל-עמל,0.03
0.0,0.0,2021-11-16,הירדן 33,12485-9-1,קרקע למגורים,לא ידוע,לא ידוע,168,"3,750,000 ₪",תל-עמל,0.1
1.0,1940.0,2021-11-15,יד לבנים 28,12484-3-1,חנות,לא ידוע,מרתף,27.6,"700,000 ₪",תל-עמל,0.1
5.0,1960.0,2021-11-14,יד לבנים 52,11720-2-30,דירה בבית קומות,2,שניה,47.75,"655,000 ₪",תל-עמל,0.1
4.0,1960.0,2021-11-14,פאר 46,11720-34-15,דירה בבית קומות,2,רביעית,51.1,"600,000 ₪",תל-עמל,0.1
3.0,1960.0,2021-11-11,פאר 48,11720-33-4,דירה בבית קומות,2,ראשונה,44.83,"580,000 ₪",תל-עמל,0.1
3.0,1960.0,2002-02-24,פאר 48,11720-33-4,דירה בבית קומות,2,ראשונה,44.83,"286,000 ₪",תל-עמל,0.07
4.0,1960.0,2021-11-09,רזיאל דוד 66,11720-8-16,דירה בבית קומות,2,שלישית,44.83,"688,000 ₪",תל-עמל,0.1
2.0,1960.0,2021-11-09,יד לבנים 12,12485-12-5,דירה בבית קומות,3,ראשונה,46.99,"850,000 ₪",תל-עמל,0.1
2.0,1960.0,2020-12-28,יד לבנים 12,12485-12-5,דירה בבית קומות,3,ראשונה,46.99,"560,000 ₪",תל-עמל,0.1
2.0,1960.0,2001-08-14,יד לבנים 12,12485-12-5,דירה בבית קומות,3,ראשונה,46.99,"287,000 ₪",תל-עמל,0.07
6.0,1960.0,2021-11-07,פאר 34,12497-5-2,דירה בבית קומות,3,ראשונה,48.39,"620,000 ₪",תל-עמל,0.1
6.0,1960.0,2011-01-28,פאר 34,12497-5-2,דירה בבית קומות,3,ראשונה,48.39,"275,000 ₪",תל-עמל,0.03
4.0,1970.0,2021-11-03,פאר 74,11720-55-1,דירה בבית קומות,3,ראשונה,72.9,"700,000 ₪",תל-עמל,0.1
4.0,1970.0,2016-08-17,פאר 74,11720-55-1,דירה בבית קומות,3,ראשונה,72.9,"600,000 ₪",תל-עמל,0.01
5.0,1960.0,2021-10-31,יד לבנים 142,11720-39-29,דירה בבית קומות,2,רביעית,50,"800,000 ₪",תל-עמל,0.1
5.0,1960.0,2017-03-08,יד לבנים 142,11720-39-29,דירה בבית קומות,2,רביעית,50,"560,000 ₪",תל-עמל,0.01
4.0,1960.0,2021-10-31,דוד רזיאל 24,12486-21-11,דירה בבית קומות,2,שלישית,60.5,"600,000 ₪",תל-עמל,0.1
4.0,1960.0,2014-11-12,דוד רזיאל 24,12486-21-11,דירה בבית קומות,2,שלישית,60.5,"480,000 ₪",תל-עמל,0.03
4.0,1960.0,2014-09-01,דוד רזיאל 24,12486-21-11,דירה בבית קומות,2,שלישית,60.5,"470,000 ₪",תל-עמל,0.03
4.0,1960.0,2011-11-03,דוד רזיאל 24,12486-21-11,דירה בבית קומות,2,שלישית,60.5,"490,000 ₪",תל-עמל,0.03
2.0,1930.0,2021-10-25,הירדן 32,12486-4-2,דירה בבית קומות,2,ראשונה,40.3,"385,000 ₪",תל-עמל,0.1
3.0,1960.0,2021-10-24,פאר 69,11720-22-9,דירת גן,3,קרקע,61,"700,000 ₪",תל-עמל,0.1
4.0,1960.0,2021-10-14,דוד רזיאל 24,12486-21-7,דירה בבית קומות,3,ראשונה,62,"650,000 ₪",תל-עמל,0.1
4.0,1960.0,2011-11-03,דוד רזיאל 24,12486-21-7,דירה בבית קומות,3,ראשונה,62,"540,000 ₪",תל-עמל,0.03
8.0,1970.0,2021-10-14,יוסף וינר 15,12494-27-12,דירה בבית קומות,4,שלישית,82.1,"740,000 ₪",תל-עמל,0.1
8.0,1970.0,2020-08-09,יוסף וינר 15,12494-27-12,דירה בבית קומות,4,שלישית,82.1,"750,000 ₪",תל-עמל,0.1
5.0,1960.0,2021-10-13,יד לבנים 142,11720-39-12,דירה בבית קומות,3,ראשונה,56,"681,800 ₪",תל-עמל,0.1
3.0,1960.0,2021-10-11,דוד רזיאל 67,12483-11-12,דירה בבית קומות,3,שלישית,52,"585,800 ₪",תל-עמל,0.1
8.0,1970.0,2021-10-04,יד לבנים 176,12496-12-21,דירה בבית קומות,3,שניה,62.4,"700,000 ₪",תל-עמל,0.1
8.0,1970.0,2018-06-21,יד לבנים 176,12496-12-21,דירה בבית קומות,3,שניה,62.4,"620,000 ₪",תל-עמל,0.01
8.0,1970.0,2012-02-27,יד לבנים 176,12496-12-21,דירה בבית קומות,3,שניה,62.4,"400,000 ₪",תל-עמל,0.03
4.0,1998.0,2021-09-23,דוד רזיאל 29,12486-18-6,דירה בבית קומות,3,שניה,56,"655,000 ₪",תל-עמל,0.1
4.0,1998.0,2017-01-05,דוד רזיאל 29,12486-18-6,דירה בבית קומות,3,שניה,56,"550,000 ₪",תל-עמל,0.01
4.0,1960.0,2021-09-05,רזיאל דוד 28,12486-23-5,דירת גן,3,שניה,41.5,"306,000 ₪",תל-עמל,0.1
5.0,1960.0,2021-08-26,יד לבנים 142,11720-39-18,דירה בבית קומות,3,שניה,56,"850,000 ₪",תל-עמל,0.1
5.0,1960.0,2019-07-09,יד לבנים 142,11720-39-18,דירה בבית קומות,3,שניה,56,"600,000 ₪",תל-עמל,0.01
4.0,1960.0,2021-08-25,רזיאל דוד 64,11720-8-14,דירה בבית קומות,2,שלישית,44.83,"585,000 ₪",תל-עמל,0.1
4.0,1960.0,2012-11-26,רזיאל דוד 64,11720-8-14,דירה בבית קומות,2,שלישית,44.83,"332,000 ₪",תל-עמל,0.03
4.0,1960.0,2008-07-13,רזיאל דוד 64,11720-8-14,דירה בבית קומות,2,שלישית,44.83,"123,000 ₪",תל-עמל,0.07
3.0,1970.0,2021-08-25,פאר 80,11720-61-5,דירה בבית קומות,4,שלישית,71.4,"660,000 ₪",תל-עמל,0.1
3.0,1970.0,2009-05-20,פאר 80,11720-61-5,דירה בבית קומות,4,שלישית,71.4,"420,000 ₪",תל-עמל,0.07
8.0,1970.0,2021-08-25,יוסף וינר 17,12494-21-8,דירה בבית קומות,4,שניה,81.15,"820,000 ₪",תל-עמל,0.1
1.0,1950.0,2021-08-17,פאר 17,12484-19-6,דירה בבית קומות,2,ראשונה,לא ידוע,"220,000 ₪",תל-עמל,0.1
4.0,1970.0,2021-08-11,פאר 68,11720-43-21,דירה בבית קומות,3,שלישית,61.67,"800,000 ₪",תל-עמל,0.1
4.0,1970.0,2017-05-05,פאר 68,11720-43-21,דירה בבית קומות,3,שלישית,61.67,"690,000 ₪",תל-עמל,0.01
4.0,1970.0,2008-11-19,פאר 68,11720-43-21,דירה בבית קומות,3,שלישית,61.67,"215,000 ₪",תל-עמל,0.07
8.0,1970.0,2021-08-06,יד לבנים 176,12496-12-32,דירה בבית קומות,3,רביעית,69.2,"790,000 ₪",תל-עמל,0.1
8.0,1970.0,2008-06-17,יד לבנים 176,12496-12-32,דירה בבית קומות,3,רביעית,69.2,"225,000 ₪",תל-עמל,0.07
4.0,2000.0,2021-08-05,הירדן 45,12484-1-11,דירה בבית קומות,2,שלישית,32.7,"606,000 ₪",תל-עמל,0.1
9.0,1970.0,2021-08-01,יד לבנים 178,12496-10-54,דירה בבית קומות,3,שמינית,69.7,"795,000 ₪",תל-עמל,0.1
9.0,1970.0,2015-01-18,יד לבנים 178,12496-10-54,דירה בבית קומות,3,שמינית,69.7,"585,000 ₪",תל-עמל,0.01
9.0,1970.0,2008-11-12,יד לבנים 178,12496-10-54,דירה בבית קומות,3,שמינית,69.7,"225,000 ₪",תל-עמל,0.07
2.0,1950.0,2021-08-01,יד לבנים 16,12485-16-7,דירה בבית קומות,3,שניה,68,"860,000 ₪",תל-עמל,0.1
2.0,1950.0,2016-11-07,יד לבנים 16,12485-16-7,דירה בבית קומות,3,שניה,68,"850,000 ₪",תל-עמל,0.01
2.0,1950.0,2014-01-15,יד לבנים 16,12485-16-7,דירה בבית קומות,3,שניה,68,"710,000 ₪",תל-עמל,0.03
3.0,1960.0,2021-07-29,יוסף וינר 7,12496-8-5,דירה בבית קומות,3,שניה,65.8,"790,000 ₪",תל-עמל,0.1
3.0,1960.0,2009-08-04,יוסף וינר 7,12496-8-5,דירה בבית קומות,3,שניה,65.8,"342,000 ₪",תל-עמל,0.07
5.0,1970.0,2021-07-28,יד לבנים 122,11720-63-5,דירה בבית קומות,3,שלישית,68.08,"845,000 ₪",תל-עמל,0.1
5.0,1970.0,2014-11-16,יד לבנים 122,11720-63-5,דירה בבית קומות,3,שלישית,68.08,"660,000 ₪",תל-עמל,0.03
5.0,1970.0,2000-04-10,יד לבנים 122,11720-63-5,דירה בבית קומות,3,שלישית,68.08,"483,000 ₪",תל-עמל,0.07
2.0,1950.0,2021-07-28,הירדן 30,12486-2-5,דירה בבית קומות,3,שניה,65.6,"570,000 ₪",תל-עמל,0.1
4.0,1970.0,2021-07-23,פאר 68,11720-43-17,דירה בבית קומות,3,ראשונה,61.67,"700,000 ₪",תל-עמל,0.1
4.0,1970.0,2012-03-04,פאר 68,11720-43-17,דירה בבית קומות,3,ראשונה,61.67,"320,000 ₪",תל-עמל,0.03
4.0,1970.0,2009-11-18,פאר 68,11720-43-17,דירה בבית קומות,3,ראשונה,61.67,"280,000 ₪",תל-עמל,0.07
3.0,1970.0,2021-07-18,הירדן 44,12486-12-2,דירה בבית קומות,3,ראשונה,61.5,"665,000 ₪",תל-עמל,0.1
4.0,1960.0,2021-07-06,דוד רזיאל 24,12486-21-5,דירה בבית קומות,2,ראשונה,60.5,"645,000 ₪",תל-עמל,0.1
4.0,1960.0,2013-06-21,דוד רזיאל 24,12486-21-5,דירה בבית קומות,2,ראשונה,60.5,"395,000 ₪",תל-עמל,0.03
4.0,1970.0,2021-06-28,דוד רזיאל 39,12486-14-7,דירה בבית קומות,4,רביעית,73.8,"735,000 ₪",תל-עמל,0.1
4.0,1960.0,2021-06-28,יד לבנים 140,11720-40-9,דירת גן,2,מסד,32.8,"300,000 ₪",תל-עמל,0.1
4.0,1960.0,2013-12-16,יד לבנים 140,11720-40-9,דירת גן,2,מסד,32.8,"195,000 ₪",תל-עמל,0.03
4.0,1960.0,2007-06-24,יד לבנים 140,11720-40-9,דירת גן,2,מסד,32.8,"70,000 ₪",תל-עמל,0.07
4.0,1960.0,2003-07-13,יד לבנים 140,11720-40-9,דירת גן,2,מסד,32.8,"130,000 ₪",תל-עמל,0.07
9.0,1970.0,2021-06-21,יד לבנים 178,12496-10-46,דירה בבית קומות,4,קומה 6,72.1,"880,000 ₪",תל-עמל,0.1
5.0,1960.0,2021-06-15,יד לבנים 142,11720-39-8,דירה בבית קומות,2,ראשונה,50,"700,000 ₪",תל-עמל,0.1
5.0,1960.0,2014-11-25,יד לבנים 142,11720-39-8,דירה בבית קומות,2,ראשונה,50,"605,000 ₪",תל-עמל,0.03
5.0,1960.0,2002-11-28,יד לבנים 142,11720-39-8,דירה בבית קומות,2,ראשונה,50,"304,000 ₪",תל-עמל,0.07
0.0,0.0,2021-06-14,דוד רזיאל 36,12484-17-1,קרקע למגורים,לא ידוע,לא ידוע,129,"2,300,000 ₪",תל-עמל,0.1
4.0,1950.0,2021-06-14,רזיאל דוד 63,12483-8-2,דירת גן,2,קרקע,54.2,"690,000 ₪",תל-עמל,0.1
4.0,1960.0,2021-06-11,פאר 44,11720-34-6,דירה בבית קומות,2,שניה,51.1,"630,000 ₪",תל-עמל,0.1
8.0,1970.0,2021-06-09,יוסף וינר 17,12494-21-16,דירה בבית קומות,3,רביעית,68.5,"725,000 ₪",תל-עמל,0.1
4.0,1970.0,2021-06-08,דוד רזיאל 42,12484-22-7,דירה בבית קומות,4,רביעית,80.75,"700,000 ₪",תל-עמל,0.1
9.0,1999.0,2021-06-06,יד לבנים 92,11720-64-24,דירה בבית קומות,4,שביעית,72.57,"960,000 ₪",תל-עמל,0.1
9.0,1999.0,1999-08-02,יד לבנים 92,11720-64-24,דירה בבית קומות,4,שביעית,72.57,"509,000 ₪",תל-עמל,0.15
2.0,1960.0,2021-06-03,דוד רזיאל 37,12486-15-8,דירה בבית קומות,2,שניה,43.6,"470,000 ₪",תל-עמל,0.1
3.0,1960.0,2021-06-01,יד לבנים 154,11720-36-3,דירה בבית קומות,2,קרקע,48.15,"730,000 ₪",תל-עמל,0.1
3.0,1960.0,2010-10-25,יד לבנים 154,11720-36-3,דירה בבית קומות,2,קרקע,48.15,"389,000 ₪",תל-עמל,0.03
4.0,1970.0,2021-05-27,הירדן 38,12486-8-7,דירה בבית קומות,3,שלישית,57.5,"640,000 ₪",תל-עמל,0.1
4.0,1960.0,2021-05-26,פאר 67,11720-23-10,דירה בבית קומות,3,רביעית,48,"610,000 ₪",תל-עמל,0.1
4.0,1970.0,2021-05-25,דוד רזיאל 42,12484-22-4,דירה בבית קומות,4,שניה,80.25,"700,000 ₪",תל-עמל,0.1
4.0,1970.0,2013-10-22,דוד רזיאל 42,12484-22-4,דירה בבית קומות,4,שניה,80.25,"563,000 ₪",תל-עמל,0.03
4.0,1970.0,2011-05-31,דוד רזיאל 42,12484-22-4,דירה בבית קומות,4,שניה,80.25,"437,000 ₪",תל-עמל,0.03
4.0,1970.0,2005-06-04,דוד רזיאל 42,12484-22-4,דירה בבית קומות,4,שניה,80.25,"366,000 ₪",תל-עמל,0.07
4.0,1970.0,1999-02-25,דוד רזיאל 42,12484-22-4,דירה בבית קומות,4,שניה,80.25,"421,000 ₪",תל-עמל,0.15
